   1.3464994277954101        0.0000000000000000                0           0 -0.19083456711143468       -6.5240278447616127E-011  0.65707262946122336     
   1.3429994277954103        0.0000000000000000                0           0 -0.19245153281558519       -4.6878499499800081E-011  0.66261342407664758     
   1.3394994277954102        0.0000000000000000                0           0 -0.19408545792265280       -1.5089170309600677E-011  0.66820687218626307     
   1.3359994277954101        0.0000000000000000                0           0 -0.19573656283310131       -4.0235246030381152E-011  0.67385373676590243     
   1.3324994277954101        0.0000000000000000                0           0 -0.19740507244076652        3.2291168901211838E-011  0.67955479214363934     
   1.3289994277954102        0.0000000000000000                0           0 -0.19909121494673263        4.2032363111702886E-011  0.68531082420686218     
   1.3254994277954102        0.0000000000000000                0           0 -0.20079522238959965        2.4861216122824467E-012  0.69112263061420021     
   1.3219994277954101        0.0000000000000000                0           0 -0.20251733010565737        2.5580254214956484E-011  0.69699102101240407     
   1.3184994277954101        0.0000000000000000                0           0 -0.20425777742846679        5.3980874609201814E-012  0.70291681725827759     
   1.3149994277954102        0.0000000000000000                0           0 -0.20601680746534737        4.1001396438051102E-011  0.70890085364576605     
   1.3114994277954102        0.0000000000000000                0           0 -0.20779466724415363       -1.1529348188966092E-011  0.71494397713831248     
   1.3079994277954101        0.0000000000000000                0           0 -0.20959160775379740       -5.0399415854696892E-011  0.72104704760657812     
   1.3044994277954101        0.0000000000000000                0           0 -0.21140788419347634       -1.4004585339209499E-011  0.72721093807166093     
   1.3009994277954102        0.0000000000000000                0           0 -0.21324375520089095       -1.7748228199053190E-011  0.73343653495391137     
   1.2974994277954102        0.0000000000000000                0           0 -0.21509948459881800       -4.2246086852801445E-011  0.73972473832747832     
   1.2939994277954101        0.0000000000000000                0           0 -0.21697533980316816        1.5477458738399182E-011  0.74607646218070123     
   1.2904994277954100        0.0000000000000000                0           0 -0.21887159298148381        1.2399853085051125E-011  0.75249263468248573     
   1.2869994277954102        0.0000000000000000                0           0 -0.22078852045846609       -1.1246469407448332E-011  0.75897419845478375     
   1.2834994277954102        0.0000000000000000                0           0 -0.22272640295734167        2.1175258066608335E-011  0.76552211085132904     
   1.2799994277954101        0.0000000000000000                0           0 -0.22468552638958186        2.1427800261446394E-013  0.77213734424275249     
   1.2764994277954103        0.0000000000000000                0           0 -0.22666618120047741       -5.6533232865225636E-013  0.77882088630823587     
   1.2729994277954102        0.0000000000000000                0           0 -0.22866866195409877       -3.2702386420791710E-011  0.78557374033384642     
   1.2694994277954101        0.0000000000000000                0           0 -0.23069326865324502        2.2205786478272793E-011  0.79239692551770380     
   1.2659994277954101        0.0000000000000000                0           0 -0.23274030682655641        2.1616243383330952E-011  0.79929147728214622     
   1.2624994277954102        0.0000000000000000                0           0 -0.23481008597798009        1.2987639140984070E-011  0.80625844759305032     
   1.2589994277954102        0.0000000000000000                0           0 -0.23690292159413856        5.1377318403621459E-011  0.81329890528648141     
   1.2554994277954101        0.0000000000000000                0           0 -0.23901913394166405        4.9754996785532190E-011  0.82041393640283367     
   1.2519994277954101        0.0000000000000000                0           0 -0.24115904914510564       -8.3856037983785459E-011  0.82760464452865734     
   1.2484994277954102        0.0000000000000000                0           0 -0.24332299845536673       -5.2499888943427305E-012  0.83487215114634172     
   1.2449994277954102        0.0000000000000000                0           0 -0.24551131872938617       -3.2044152070919079E-011  0.84221759599185109     
   1.2414994277954101        0.0000000000000000                0           0 -0.24772435271737989        1.5754508230900277E-011  0.84964213742070283     
   1.2379994277954101        0.0000000000000000                0           0 -0.24996244894012970       -2.7495493246248710E-011  0.85714695278239594     
   1.2344994277954102        0.0000000000000000                0           0 -0.25222596214122989        3.6210990735449249E-011  0.86473323880349162     
   1.2309994277954102        0.0000000000000000                0           0 -0.25451525245657114        5.1987389326395965E-012  0.87240221197956092     
   1.2274994277954101        0.0000000000000000                0           0 -0.25683068656323943        5.9336707566961205E-013  0.88015510897621674     
   1.2239994277954103        0.0000000000000000                0           0 -0.25917263765098231        1.3641465847062388E-011  0.88799318703946206     
